source_dataset,source_group,split
anime256,338194,train
anime256,338237,train
anime256,338251,test
anime256,338260,train
anime256,338278,test
anime256,338281,test
anime256,338326,train
anime256,338377,train
anime256,338444,train
anime256,338463,train
anime256,338464,train
anime256,338480,train
anime256,338490,validation
anime256,338494,train
anime256,338509,train
anime256,338513,validation
anime256,338559,train
anime256,338560,train
anime256,338585,train
anime256,338591,validation
anime256,338604,validation
anime256,338618,train
anime256,338624,train
anime256,338633,train
anime256,338644,train
anime256,338651,train
anime256,338652,train
anime256,338678,train
anime256,338689,train
anime256,338696,validation
anime256,338705,test
anime256,338714,train
anime256,338725,validation
anime256,338735,train
anime256,338742,test
anime256,338746,validation
anime256,338748,validation
anime256,338761,train
anime256,338771,validation
anime256,338772,train
anime256,338781,validation
anime256,338846,train
anime256,338872,train
anime256,338903,train
anime256,338918,train
anime256,338947,train
anime256,338949,train
anime256,338976,test
anime256,338986,train
anime256,339002,train
anime256,339009,train
anime256,339075,train
anime256,339091,train
anime256,339101,train
anime256,339104,train
anime256,339108,train
anime256,339120,test
anime256,339125,test
anime256,339126,train
anime256,339192,train
anime256,339193,validation
anime256,339200,train
anime256,339201,train
anime256,339233,train
anime256,339247,train
anime256,339251,train
anime256,339257,train
anime256,34163,train
anime256,34185,train
anime256,34195,train
anime256,34253,train
anime256,34264,train
anime256,34265,test
anime256,34266,train
anime256,34267,train
anime256,34268,train
anime256,34277,train
anime256,34279,train
anime256,34289,train
anime256,34294,validation
anime256,3430,train
anime256,3432,test
anime256,34331,train
anime256,34335,train
anime256,3434,train
anime256,34341,validation
anime256,34342,test
anime256,34343,train
anime256,34368,train
anime256,34370,validation
anime256,34387,train
anime256,34439,train
anime256,3445,test
anime256,34451,train
anime256,34495,train
anime256,34508,train
anime256,34513,train
anime256,34514,test
anime256,34515,train
anime256,34516,train
anime256,34518,train
anime256,34552,validation
anime256,34553,train
anime256,34583,train
anime256,34584,train
anime256,34586,train
anime256,34607,test
anime256,34626,train
anime256,34627,train
anime256,34643,test
anime256,34650,train
anime256,34652,train
anime256,34653,validation
anime256,34665,train
anime256,34666,train
anime256,3467,validation
anime256,3468,train
anime256,34681,train
anime256,34682,train
anime256,3469,train
anime256,34692,validation
anime256,347,train
anime256,34714,validation
anime256,34718,train
anime256,34721,train
anime256,34722,validation
anime256,34723,train
anime256,34725,train
anime256,34726,train
anime256,3473,train
anime256,34730,test
anime256,34731,train
anime256,34734,train
anime256,34736,train
anime256,3475,train
anime256,3477,train
anime256,3478,train
anime256,34782,train
anime256,34784,train
anime256,34785,train
anime256,34789,validation
anime256,34794,validation
anime256,34796,train
anime256,34797,train
anime256,34798,test
anime256,34810,test
anime256,34816,train
anime256,34817,train
anime256,34822,train
anime256,34833,train
anime256,34835,train
anime256,34846,train
anime256,34850,train
anime256,34852,train
anime256,34857,train
anime256,34865,train
anime256,34869,validation
anime256,34875,train
anime256,3488,train
anime256,34880,test
anime256,34886,train
anime256,34888,train
anime256,34889,train
anime256,3489,test
anime256,34890,train
anime256,34891,train
anime256,34894,train
anime256,3490,validation
anime256,34904,train
anime256,34909,test
anime256,34917,test
anime256,34922,test
anime256,34929,train
anime256,3493,train
anime256,34934,train
anime256,34937,train
anime256,34946,train
anime256,3495,train
anime256,34950,train
anime256,34951,test
anime256,34953,train
anime256,34955,train
anime256,34956,train
anime256,34961,train
anime256,34963,train
anime256,34964,validation
anime256,34967,train
anime256,34970,train
anime256,34982,train
anime256,34988,train
anime256,34989,train
anime256,34990,train
anime256,34991,train
anime256,34992,train
anime256,34994,train
anime256,34999,train
anime256,35003,train
anime256,35010,train
anime256,3502,validation
anime256,35045,train
anime256,35050,validation
anime256,35058,validation
anime256,35059,test
anime256,35063,train
anime256,35068,train
anime256,35069,test
anime256,35077,train
anime256,35090,train
anime256,35094,test
anime256,3511,train
anime256,35111,train
anime256,35113,train
anime256,35117,train
anime256,3512,test
anime256,35125,train
anime256,35126,test
anime256,35127,test
anime256,35130,train
anime256,35134,validation
anime256,35137,train
anime256,3514,train
anime256,35146,train
anime256,3520,validation
anime256,3525,test
anime256,3532,train
anime256,3537,train
anime256,3539,train
anime256,3541,train
anime256,3558,train
anime256,356,train
anime256,3561,train
anime256,3564,train
anime256,3575,train
anime256,3579,train
anime256,3581,train
anime256,3582,train
anime256,3583,train
anime256,3584,train
anime256,3585,train
anime256,3599,train
anime256,36,train
anime256,3601,test
anime256,3612,train
anime256,3614,train
anime256,3624,train
anime256,3640,train
anime256,3646,train
anime256,3653,train
anime256,3661,train
anime256,3662,train
anime256,3664,train
anime256,3679,train
anime256,3692,test
anime256,37,train
anime256,3703,train
anime256,3709,train
anime256,3717,train
anime256,3729,train
anime256,3731,train
anime256,3733,train
anime256,3735,train
anime256,3738,train
anime256,3739,train
anime256,3740,test
anime256,3753,test
anime256,3757,train
anime256,37583,train
anime256,37599,train
anime256,37619,train
anime256,3762,train
anime256,37621,train
anime256,37622,train
anime256,37627,test
anime256,3763,train
anime256,37633,train
anime256,37634,train
anime256,37635,test
anime256,37638,train
anime256,37641,train
anime256,37646,train
anime256,37653,test
anime256,37654,test
anime256,37664,train
anime256,37674,test
anime256,37675,validation
anime256,37678,train
anime256,37712,train
anime256,37724,train
anime256,37725,test
anime256,37731,train
anime256,37742,train
anime256,37758,train
anime256,3776,train
anime256,37765,train
anime256,3777,train
anime256,3778,train
anime256,37794,train
anime256,37796,validation
anime256,37811,train
anime256,37813,train
anime256,37814,train
anime256,37815,test
anime256,3782,train
anime256,37821,train
anime256,37824,train
anime256,37832,train
anime256,37836,train
anime256,37839,train
anime256,37841,train
anime256,37853,validation
anime256,37854,train
anime256,37880,train
anime256,37886,train
anime256,3789,train
anime256,37890,train
anime256,37896,train
anime256,379,train
anime256,37909,train
anime256,37913,test
anime256,37922,train
anime256,37924,train
anime256,37926,train
anime256,37929,train
anime256,3794,train
anime256,3796,test
anime256,37966,train
anime256,37967,test
anime256,37968,train
anime256,37975,test
anime256,3799,train
anime256,38000,train
anime256,38001,test
anime256,38005,train
anime256,38006,train
anime256,38007,train
anime256,38020,train
anime256,38022,train
anime256,38028,train
anime256,38036,train
anime256,38037,train
anime256,38038,train
anime256,3804,train
anime256,38044,train
anime256,38050,train
anime256,38057,test
anime256,3806,train
anime256,3807,train
anime256,38075,train
anime256,38077,train
anime256,38084,validation
anime256,3809,train
anime256,3810,train
anime256,38103,train
anime256,38107,test
anime256,38113,train
anime256,38121,train
anime256,38139,test
anime256,38147,validation
anime256,38153,test
anime256,3816,train
anime256,38160,train
anime256,38167,train
anime256,38170,train
anime256,38172,validation
anime256,38179,train
anime256,38181,train
anime256,38182,train
anime256,38184,train
anime256,3819,test
anime256,38190,train
anime256,38191,train
anime256,38192,test
anime256,38193,test
anime256,38195,test
anime256,38196,train
anime256,38197,train
anime256,38199,train
anime256,3820,train
anime256,38205,validation
anime256,38206,train
anime256,38210,train
anime256,38212,train
anime256,38213,train
anime256,38216,train
anime256,38225,train
anime256,3823,train
anime256,38239,train
anime256,38244,test
anime256,38251,train
anime256,38252,train
anime256,3826,train
anime256,38260,validation
anime256,38263,train
anime256,38264,test
anime256,38269,train
anime256,3827,train
anime256,38271,train
anime256,38272,train
anime256,38275,test
anime256,38279,train
anime256,38281,train
anime256,38287,train
anime256,38289,train
anime256,38291,train
anime256,3830,train
anime256,38302,validation
anime256,38304,train
anime256,38307,train
anime256,38309,train
anime256,38310,validation
anime256,38315,train
anime256,38318,train
anime256,38319,train
anime256,3834,train
anime256,38340,train
anime256,38347,train
anime256,38348,test
anime256,38349,validation
anime256,3835,train
anime256,38351,train
anime256,38352,train
anime256,38355,train
anime256,38358,train
anime256,3836,test
anime256,38365,train
anime256,38371,train
anime256,38376,train
anime256,38379,train
anime256,3839,train
anime256,3840,train
anime256,38405,validation
anime256,38406,train
anime256,38408,train
anime256,38411,train
anime256,38442,test
anime256,38443,train
anime256,38445,train
anime256,38446,train
anime256,3845,train
anime256,38452,train
anime256,38457,train
anime256,38463,train
anime256,3847,train
anime256,38471,train
anime256,38477,test
anime256,3848,train
anime256,38482,train
anime256,38483,train
anime256,38487,test
anime256,38488,validation
anime256,3849,train
anime256,38490,train
anime256,38491,train
anime256,38492,train
anime256,38493,train
anime256,3850,train
anime256,38509,train
anime256,3851,train
anime256,38510,train
anime256,38511,train
anime256,3852,train
anime256,38523,validation
anime256,38524,train
anime256,38526,train
anime256,38527,test
anime256,3853,train
anime256,38537,train
anime256,38541,train
anime256,38543,train
anime256,38544,train
anime256,38545,train
anime256,38546,train
anime256,3855,train
anime256,38555,test
anime256,38556,train
anime256,38557,train
anime256,38558,train
anime256,38561,test
anime256,38569,train
anime256,38570,train
anime256,38572,train
anime256,38583,validation
anime256,38584,train
anime256,38586,train
anime256,38588,train
anime256,38596,validation
anime256,3866,train
anime256,3869,train
anime256,3871,train
anime256,3873,train
anime256,3874,train
anime256,3877,test
anime256,3879,train
anime256,3880,train
anime256,3887,test
anime256,3893,validation
anime256,3899,train
anime256,3900,train
anime256,3902,train
anime256,3907,train
anime256,3913,validation
anime256,3916,train
anime256,3917,test
anime256,3920,train
anime256,3923,validation
anime256,3925,train
anime256,3931,train
anime256,3939,train
anime256,3940,train
anime256,3942,train
anime256,3945,train
anime256,3948,train
anime256,3953,train
anime256,3960,train
anime256,3961,train
anime256,3965,test
anime256,3969,train
anime256,3973,test
anime256,3986,test
anime256,3989,test
anime256,3992,train
anime256,3993,train
anime256,3996,train
anime256,3997,train
anime256,3998,train
anime256,3999,train
anime256,4000,train
anime256,4006,train
anime256,4010,test
anime256,4011,train
anime256,4012,train
anime256,4013,train
anime256,4014,train
anime256,4015,validation
anime256,4018,train
anime256,4021,train
anime256,4022,test
anime256,4023,train
anime256,4024,train
anime256,4025,train
anime256,4033,train
anime256,4036,train
anime256,4037,train
anime256,4039,test
anime256,4044,train
anime256,4045,train
anime256,4046,train
anime256,4050,validation
anime256,4051,test
anime256,4055,train
anime256,4057,train
anime256,4064,train
anime256,4065,train
anime256,4066,train
anime256,407,train
anime256,4070,train
anime256,4074,train
anime256,4076,train
anime256,4077,train
anime256,4080,train
anime256,4082,test
anime256,4089,train
anime256,4090,train
anime256,4091,train
anime256,4094,train
anime256,410,validation
anime256,4100,train
anime256,4101,test
anime256,41014,train
anime256,4102,train
anime256,41029,train
anime256,41030,train
anime256,41041,train
anime256,41042,test
anime256,41044,validation
anime256,4105,train
anime256,41051,train
anime256,41062,train
anime256,41064,train
anime256,41068,train
anime256,41085,test
anime256,41086,train
anime256,41087,test
anime256,4109,train
anime256,41094,train
anime256,41098,train
anime256,4110,train
anime256,41101,test
anime256,41105,train
anime256,41111,test
anime256,41116,train
anime256,41125,test
anime256,41127,train
anime256,4116,train
anime256,41162,train
anime256,41168,validation
anime256,41170,train
anime256,41175,train
anime256,41182,train
anime256,41184,test
anime256,41208,train
anime256,41210,train
anime256,41224,train
anime256,41225,test
anime256,41236,validation
anime256,41238,train
anime256,41240,train
anime256,41241,train
anime256,41242,train
anime256,41243,train
anime256,41244,validation
anime256,41245,train
anime256,41246,train
anime256,41247,train
anime256,41248,train
anime256,41249,test
anime256,4125,train
anime256,41254,test
anime256,41257,train
anime256,41258,train
anime256,41259,train
anime256,4127,train
anime256,41284,train
anime256,41288,train
anime256,41297,train
anime256,41299,train
anime256,41300,train
anime256,4131,test
anime256,41314,test
anime256,41315,validation
anime256,41319,test
anime256,41321,train
anime256,4133,train
anime256,4137,train
anime256,41375,train
anime256,41386,train
anime256,41388,train
anime256,41392,test
anime256,4140,validation
anime256,41401,train
anime256,41403,train
anime256,41409,train
anime256,41426,test
anime256,41427,test
anime256,41429,test
anime256,41436,validation
anime256,4146,train
anime256,41468,train
anime256,41485,test
anime256,41490,train
anime256,41492,train
anime256,41499,train
anime256,41507,train
anime256,41508,train
anime256,41510,train
anime256,41514,validation
anime256,41518,train
anime256,41519,validation
anime256,4152,train
anime256,41524,train
anime256,41528,train
anime256,41529,train
anime256,41530,train
anime256,41532,train
anime256,41536,train
anime256,41541,validation
anime256,41544,test
anime256,41550,train
anime256,41559,test
anime256,41565,validation
anime256,41568,test
anime256,41574,train
anime256,41575,validation
anime256,41576,train
anime256,41577,validation
anime256,41583,train
anime256,41587,train
anime256,41591,train
anime256,41592,validation
anime256,41598,train
anime256,41599,train
anime256,41606,test
anime256,41629,train
anime256,41630,train
anime256,41633,train
anime256,41636,validation
anime256,4165,test
anime256,41652,train
anime256,41657,train
anime256,41658,test
anime256,4166,train
anime256,41664,train
anime256,41675,train
anime256,41676,validation
anime256,41685,train
anime256,41689,train
anime256,41692,train
anime256,41693,test
anime256,41694,train
anime256,41707,train
anime256,41709,train
anime256,41711,train
anime256,41716,train
anime256,41730,train
anime256,41744,train
anime256,41745,train
anime256,41746,train
anime256,41759,validation
anime256,4176,train
anime256,41765,train
anime256,4177,train
anime256,41773,test
anime256,41779,train
anime256,4178,train
anime256,41786,train
anime256,41787,train
anime256,4180,train
anime256,41801,train
anime256,41803,train
anime256,4181,train
anime256,41811,train
anime256,4182,train
anime256,41823,validation
anime256,41828,train
anime256,41831,train
anime256,4184,train
anime256,41853,train
anime256,41854,train
anime256,41855,train
anime256,41857,test
anime256,4186,test
anime256,41861,test
anime256,41865,train
anime256,4187,train
anime256,41870,train
anime256,41872,train
anime256,4188,validation
anime256,41882,train
anime256,41891,validation
anime256,41894,train
anime256,4190,train
anime256,41905,train
anime256,4191,train
anime256,4195,train
anime256,4196,train
anime256,4198,train
anime256,4200,validation
anime256,4201,test
anime256,4202,test
anime256,4203,train
anime256,4205,test
anime256,4208,train
anime256,4210,train
anime256,4211,train
anime256,4213,train
anime256,4218,train
anime256,4220,validation
anime256,4221,train
anime256,4222,test
anime256,4230,train
anime256,4231,test
anime256,4232,validation
anime256,4233,train
anime256,4234,train
anime256,4238,train
anime256,4239,train
anime256,4240,test
anime256,4242,train
anime256,4246,train
anime256,4248,test
anime256,4250,train
anime256,4251,train
anime256,4260,train
anime256,4261,train
anime256,4265,train
anime256,4268,test
anime256,4269,train
anime256,4274,train
anime256,4276,test
anime256,4279,train
anime256,4281,validation
anime256,4293,validation
anime256,4294,train
anime256,4299,train
anime256,4317,train
anime256,4318,test
anime256,4320,train
anime256,4322,train
anime256,4324,train
anime256,4328,train
anime256,4330,train
anime256,4336,test
anime256,4339,train
anime256,434,train
anime256,4340,train
anime256,4343,test
anime256,4345,train
anime256,4346,train
anime256,4348,validation
anime256,4349,train
anime256,4354,train
anime256,4355,train
anime256,4361,train
anime256,4365,test
anime256,437,train
anime256,4373,train
anime256,4378,validation
anime256,4385,train
anime256,4386,train
anime256,44411,validation
anime256,44416,train
anime256,44422,train
anime256,44423,train
anime256,44427,train
anime256,44428,train
anime256,44439,test
anime256,44447,validation
anime256,44450,train
anime256,44451,train
anime256,44455,test
anime256,44462,train
anime256,44464,train
anime256,44465,train
anime256,44466,train
anime256,44470,train
anime256,44473,test
anime256,44477,train
anime256,44481,train
anime256,44482,train
anime256,44483,train
anime256,44485,test
anime256,44489,train
anime256,44491,train
anime256,44492,train
anime256,44493,train
anime256,44496,train
anime256,44497,train
anime256,44504,train
anime256,44507,test
anime256,44511,train
anime256,44515,test
anime256,44517,train
anime256,44518,train
anime256,44522,validation
anime256,44528,validation
anime256,44529,train
anime256,44536,train
anime256,44539,validation
anime256,44542,train
anime256,44543,train
anime256,44547,train
anime256,44548,train
anime256,44549,train
anime256,44556,train
anime256,44558,train
anime256,44559,test
anime256,44560,train
anime256,44566,train
anime256,44569,train
anime256,44572,train
anime256,44579,validation
anime256,44583,train
anime256,44593,train
anime256,44595,train
anime256,44597,train
anime256,44600,train
anime256,44619,train
anime256,44620,train
anime256,44633,train
anime256,44652,train
anime256,44655,train
anime256,44672,validation
anime256,44673,test
anime256,44675,train
anime256,44677,train
anime256,44683,train
anime256,44686,train
anime256,44692,validation
anime256,44693,test
anime256,44694,validation
anime256,44697,train
anime256,44698,validation
anime256,44699,train
anime256,44700,validation
anime256,44704,validation
anime256,44705,validation
anime256,44706,train
anime256,44707,test
anime256,44709,train
anime256,44712,train
anime256,44715,train
anime256,44717,test
anime256,44728,train
anime256,44729,train
anime256,44730,train
anime256,44732,train
anime256,44737,train
anime256,44743,train
anime256,44749,train
anime256,44750,train
anime256,44754,validation
anime256,44755,train
anime256,44774,train
anime256,44778,train
anime256,44785,test
anime256,44789,train
anime256,44790,train
anime256,44812,train
anime256,44813,train
anime256,44814,test
anime256,44815,train
anime256,44821,train
anime256,44822,train
anime256,44824,train
anime256,44833,train
anime256,44838,train
anime256,44840,train
anime256,44846,train
anime256,44873,train
anime256,44874,train
anime256,44879,train
anime256,44880,train
anime256,44881,train
anime256,44882,train
anime256,44885,train
anime256,44896,train
anime256,44903,train
anime256,44907,validation
anime256,44910,train
anime256,44912,test
anime256,44917,train
anime256,44923,train
anime256,44924,test
anime256,44938,test
anime256,44939,train
anime256,44947,train
anime256,44949,train
anime256,44955,train
anime256,44958,train
anime256,44960,validation
anime256,44968,train
anime256,44970,validation
anime256,44981,train
anime256,44985,train
anime256,44988,train
anime256,44994,train
anime256,44995,test
anime256,44999,test
anime256,45013,train
anime256,45019,train
anime256,45027,test
anime256,45028,train
anime256,45032,train
anime256,45048,test
anime256,45049,test
anime256,45061,test
anime256,45063,train
anime256,45074,validation
anime256,45076,train
anime256,45077,train
anime256,45082,train
anime256,45085,test
anime256,45088,train
anime256,45094,validation
anime256,45095,train
anime256,45096,train
anime256,45097,train
anime256,45103,test
anime256,45107,train
anime256,45108,train
anime256,45113,validation
anime256,45122,validation
anime256,45124,train
anime256,45126,train
anime256,45127,train
anime256,45135,test
anime256,45138,train
anime256,45140,train
anime256,45142,train
anime256,45152,train
anime256,45158,train
anime256,45167,validation
anime256,45171,train
anime256,45175,train
anime256,45178,train
anime256,45182,train
anime256,45183,train
anime256,45184,train
anime256,45185,train
anime256,45202,train
anime256,45204,train
anime256,45235,validation
anime256,45236,train
anime256,45237,train
anime256,45278,test
anime256,45282,train
anime256,45283,validation
anime256,45284,train
anime256,45291,validation
anime256,45307,train
anime256,45316,train
anime256,45318,validation
anime256,45324,train
anime256,45330,train
anime256,45337,validation
anime256,45345,train
anime256,45346,train
anime256,45365,test
anime256,45366,train
anime256,45367,train
anime256,45370,train
anime256,45371,test
anime256,45373,test
anime256,45378,train
anime256,45379,train
anime256,45381,train
anime256,457,train
anime256,458,train
anime256,464,validation
anime256,47812,train
anime256,47817,train
anime256,47839,train
anime256,47847,train
anime256,47866,train
anime256,47887,test
anime256,47908,train
anime256,47910,test
anime256,47917,train
anime256,47920,train
anime256,47923,train
anime256,47926,test
anime256,47927,train
anime256,47928,train
anime256,47929,test
anime256,47930,train
anime256,47931,train
anime256,47937,train
anime256,47938,train
anime256,47941,train
anime256,47962,train
anime256,47963,train
anime256,47973,validation
anime256,47982,train
anime256,47984,train
anime256,47987,train
anime256,48054,validation
anime256,48081,train
anime256,48082,train
anime256,48086,train
anime256,48093,train
anime256,48095,test
anime256,48105,test
anime256,48106,train
anime256,48110,train
anime256,48114,validation
anime256,48125,train
anime256,48130,train
anime256,48141,train
anime256,48154,train
anime256,48158,test
anime256,48159,train
anime256,48163,train
anime256,48165,validation
anime256,48167,test
anime256,48170,train
anime256,48175,train
anime256,48192,train
anime256,48201,train
anime256,48204,train
anime256,48205,train
anime256,48206,train
anime256,48210,train
anime256,48219,train
anime256,48225,train
anime256,48228,train
anime256,48234,test
anime256,48235,validation
anime256,48244,train
anime256,48246,test
anime256,48247,train
anime256,48250,train
anime256,48256,train
anime256,48257,train
anime256,48258,train
anime256,48264,train
anime256,48270,train
anime256,48276,train
anime256,48279,test
anime256,48285,train
anime256,48288,train
anime256,48289,test
anime256,48294,train
anime256,48295,train
anime256,48297,test
anime256,48298,train
anime256,48303,train
anime256,48305,train
anime256,48307,train
anime256,48311,train
anime256,48315,test
anime256,48321,validation
anime256,48326,test
anime256,48327,train
anime256,48333,train
anime256,48340,train
anime256,48350,train
anime256,48352,train
anime256,48353,train
anime256,48360,test
anime256,48361,train
anime256,48362,train
anime256,48368,train
anime256,48374,train
anime256,48375,train
anime256,48378,train
anime256,48383,train
anime256,484,test
anime256,48400,train
anime256,48405,train
anime256,48410,train
anime256,48415,train
anime256,48427,train
anime256,48434,train
anime256,48437,train
anime256,48438,test
anime256,48439,train
anime256,48444,train
anime256,48447,train
anime256,48450,test
anime256,48451,train
anime256,48459,train
anime256,48462,train
anime256,48464,test
anime256,48466,train
anime256,485,validation
anime256,48612,validation
anime256,48619,validation
anime256,48621,train
anime256,48625,train
anime256,48631,train
anime256,48635,train
anime256,48640,validation
anime256,48643,validation
anime256,48645,train
anime256,48646,train
anime256,48647,train
anime256,48651,train
anime256,48654,train
anime256,48657,train
anime256,48658,test
anime256,48664,train
anime256,48665,train
anime256,48667,test
anime256,48668,test
anime256,48669,train
anime256,48670,train
anime256,48673,train
anime256,48680,train
anime256,48681,train
anime256,48698,train
anime256,48700,validation
anime256,48704,validation
anime256,48705,train
anime256,48711,train
anime256,48713,validation
anime256,48714,train
anime256,48717,test
anime256,48728,train
anime256,48729,test
anime256,48733,test
anime256,48738,train
anime256,48742,train
anime256,48743,train
anime256,48754,train
anime256,48756,train
anime256,48757,test
anime256,48758,train
anime256,48760,train
anime256,48762,train
anime256,48764,train
anime256,48774,train
anime256,48776,test
anime256,48779,train
anime256,48790,train
anime256,48792,train
anime256,48793,train
anime256,48794,train
anime256,48804,train
anime256,48811,test
anime256,48814,test
anime256,48815,train
anime256,48826,validation
anime256,48831,train
anime256,48834,validation
anime256,48845,validation
anime256,48846,test
anime256,48854,train
anime256,48856,train
anime256,48857,train
anime256,48860,train
anime256,48872,train
anime256,48873,test
anime256,48880,train
anime256,48884,train
anime256,48885,test
anime256,48890,train
anime256,48894,train
anime256,48898,train
anime256,48904,train
anime256,494,validation
anime256,497,train
anime256,5,train
anime256,500,train
anime256,51232,train
anime256,51233,validation
anime256,51249,train
anime256,51256,train
anime256,51257,train
anime256,51262,train
anime256,51269,train
anime256,51274,test
anime256,51275,train
anime256,51292,validation
anime256,51293,train
anime256,51295,train
anime256,51296,train
anime256,51297,test
anime256,51300,test
anime256,51302,validation
anime256,51303,train
anime256,51313,train
anime256,51316,test
anime256,51317,train
anime256,51318,train
anime256,51326,validation
anime256,51331,test
anime256,51351,train
anime256,51361,train
anime256,51362,train
anime256,51365,validation
anime256,51367,train
anime256,51368,train
anime256,51371,test
anime256,51374,validation
anime256,51380,validation
anime256,51390,train
anime256,51393,validation
anime256,51397,test
anime256,51399,train
anime256,51408,train
anime256,51409,test
anime256,51415,train
anime256,51422,train
anime256,51426,train
anime256,51435,test
anime256,51439,validation
anime256,51448,train
anime256,51449,train
anime256,51456,train
anime256,51468,train
anime256,51469,train
anime256,51513,test
anime256,51515,train
anime256,51516,validation
anime256,51518,validation
anime256,51521,train
anime256,51522,train
anime256,51527,train
anime256,51529,train
anime256,51531,validation
anime256,51537,train
anime256,51540,train
anime256,51546,train
anime256,51573,train
anime256,51577,train
anime256,51588,train
anime256,51591,validation
anime256,51598,test
anime256,51601,train
anime256,51627,train
anime256,51636,train
anime256,51642,train
anime256,51653,train
anime256,51654,train
anime256,51657,train
anime256,51664,train
anime256,51665,train
anime256,51669,train
anime256,51671,train
anime256,51677,train
anime256,51697,train
anime256,51700,test
anime256,51709,train
anime256,51712,test
anime256,51715,train
anime256,51721,validation
anime256,51724,train
anime256,51727,train
anime256,51730,test
anime256,51731,train
anime256,51732,validation
anime256,51733,validation
anime256,51738,train
anime256,51757,train
anime256,51761,validation
anime256,51767,train
anime256,51784,test
anime256,51795,train
anime256,51797,test
anime256,51799,train
anime256,51800,train
anime256,51802,test
anime256,51805,train
anime256,51817,train
anime256,51819,test
anime256,51821,test
anime256,51824,train
anime256,51833,test
anime256,51839,validation
anime256,51840,train
anime256,51841,train
anime256,51844,test
anime256,51848,test
anime256,51849,train
anime256,51853,train
anime256,51858,train
anime256,51859,train
anime256,51860,test
anime256,51866,train
anime256,51871,train
anime256,51872,train
anime256,51873,train
anime256,51878,train
anime256,51885,test
anime256,51896,test
anime256,51903,train
anime256,51910,train
anime256,51913,train
anime256,51917,train
anime256,51922,train
anime256,51927,test
anime256,51966,train
anime256,51968,train
anime256,51971,test
anime256,51972,train
anime256,51973,train
anime256,51975,validation
anime256,51988,train
anime256,51992,train
anime256,51995,train
anime256,51999,train
anime256,52002,validation
anime256,52030,train
anime256,52033,train
anime256,52034,train
anime256,52037,test
anime256,52039,train
anime256,52040,train
anime256,52041,train
anime256,52048,test
anime256,52055,test
anime256,52056,validation
anime256,52062,train
anime256,52069,test
anime256,52070,train
anime256,52071,validation
anime256,52072,test
anime256,52080,test
anime256,52091,test
anime256,521,train
anime256,52109,train
anime256,52112,train
anime256,52116,train
anime256,52152,test
anime256,52159,train
anime256,52166,train
anime256,52169,train
anime256,52170,train
anime256,52222,validation
anime256,52223,train
anime256,524,train
anime256,527,train
anime256,54644,validation
anime256,54645,train
anime256,54700,train
anime256,54701,train
anime256,54702,train
anime256,54703,train
anime256,54710,train
anime256,54721,validation
anime256,54731,train
anime256,54739,train
anime256,54740,train
anime256,54745,train
anime256,54748,train
anime256,54749,train
anime256,54751,test
anime256,54753,train
anime256,54775,train
anime256,54777,train
anime256,54781,train
anime256,54782,test
anime256,54783,train
anime256,54786,train
anime256,54799,train
anime256,54844,train
anime256,54849,train
anime256,54855,train
anime256,54869,train
anime256,54890,train
anime256,54923,train
anime256,54924,train
anime256,54962,train
anime256,54963,train
anime256,54969,train
anime256,54970,train
anime256,54972,train
anime256,54976,train
anime256,54980,train
anime256,54981,test
anime256,54986,train
anime256,54990,train
anime256,54997,train
anime256,55001,train
anime256,55002,train
anime256,55003,test
anime256,55004,train
anime256,55005,validation
anime256,55006,validation
anime256,55007,train
anime256,55008,test
anime256,55016,validation
anime256,55018,train
anime256,55019,train
anime256,55027,train
anime256,55028,train
anime256,55039,train
anime256,55049,train
anime256,55054,train
anime256,55057,train
anime256,55058,train
anime256,55066,train
anime256,55068,train
anime256,55069,test
anime256,55074,test
anime256,55081,train
anime256,55085,test
anime256,55087,train
anime256,55093,train
anime256,55095,train
anime256,55105,train
anime256,55120,train
anime256,55125,train
anime256,55134,train
anime256,55162,train
anime256,55166,train
anime256,55171,train
anime256,55181,train
anime256,55186,train
anime256,55190,train
anime256,55192,train
anime256,55203,validation
anime256,55205,train
anime256,55211,train
anime256,55217,test
anime256,55221,train
anime256,55226,validation
anime256,55230,train
anime256,55231,train
anime256,55236,validation
anime256,55253,validation
anime256,55258,test
anime256,55259,test
anime256,55261,train
anime256,55268,test
anime256,55269,train
anime256,55271,validation
anime256,55277,test
anime256,55280,train
anime256,55281,train
anime256,55282,train
anime256,55283,train
anime256,55287,validation
anime256,55295,train
anime256,55308,train
anime256,55312,train
anime256,55313,train
anime256,55327,train
anime256,55330,train
anime256,55332,train
anime256,55337,train
anime256,55340,train
anime256,55341,train
anime256,55343,train
anime256,55349,test
anime256,55356,train
anime256,55364,validation
anime256,55366,train
anime256,55367,train
anime256,55372,train
anime256,55373,train
anime256,55374,train
anime256,55375,train
anime256,55379,train
anime256,55394,train
anime256,55395,train
anime256,55400,train
anime256,55401,train
anime256,55403,train
anime256,55404,train
anime256,55426,validation
anime256,55430,test
anime256,55431,test
anime256,55432,validation
anime256,55433,train
anime256,55439,train
anime256,55441,train
anime256,55443,train
anime256,55444,validation
anime256,55446,train
anime256,55449,train
anime256,55450,train
anime256,55451,test
anime256,55454,train
anime256,55460,train
anime256,55465,validation
anime256,55466,train
anime256,55467,train
anime256,55488,train
anime256,55514,train
anime256,55518,train
anime256,55520,train
anime256,55524,train
anime256,55526,train
anime256,55539,train
anime256,55546,validation
anime256,55552,test
anime256,55557,validation
