sample_id,decision,tags,note
trp01295,keep,,
trp01296,keep,,
trp01297,keep,,
trp01298,keep,,
trp01299,keep,,
trp01300,keep,,
trp01301,keep,,
trp01302,keep,,
trp01303,keep,,
trp01304,keep,,
trp01305,keep,,
trp01306,keep,,
trp01307,keep,,
trp01308,keep,,
trp01309,keep,,
trp01310,keep,,
trp01311,keep,,
trp01312,keep,,
trp01313,keep,,
trp01314,keep,,
trp01315,keep,,
trp01316,keep,,
trp01317,reject,,脸部被裁切且局部遮挡，五官不完整
trp01318,keep,,
trp01319,keep,,
trp01320,keep,,
trp01321,keep,,
trp01322,keep,,
trp01323,keep,,
trp01324,reject,,面部图案过浅，五官难以可靠辨认
trp01325,keep,,
trp01326,keep,,
trp01327,keep,,
trp01328,keep,,
trp01329,keep,,
trp01330,keep,,
trp01331,keep,,
trp01332,keep,,
trp01333,keep,,
trp01334,keep,,
trp01335,keep,,
trp01336,keep,,
trp01337,keep,,
trp01338,keep,,
trp01339,keep,,
trp01340,keep,,
trp01341,keep,,
trp01342,keep,,
trp01343,keep,,
trp01344,keep,,
trp01345,keep,,
trp01346,keep,,
trp01347,keep,,
trp01348,keep,,
trp01349,reject,,裁剪偏移且人物与背景混杂，未形成完整脸部
trp01350,reject,,大面积头发遮挡，脸部不完整
trp01351,keep,,
trp01352,keep,,
trp01353,keep,,
trp01354,keep,,
trp01355,keep,,
trp01356,keep,,
trp01357,keep,,
trp01358,keep,,
trp01359,keep,,
trp01360,keep,,
trp01361,keep,,
trp01362,keep,,
trp01363,keep,,
trp01364,keep,,
trp01365,keep,,
trp01366,keep,,
trp01367,keep,,
trp01368,keep,,
trp01369,keep,,
trp01370,keep,,
trp01371,keep,,
trp01372,keep,,
trp01373,reject,,侧脸或面部边缘被截断，五官不完整
trp01374,keep,,
trp01375,keep,,
trp01376,keep,,
trp01377,keep,,
trp01378,keep,,
trp01379,reject,,错误框，主体为非人脸区域，面部不完整
trp01380,keep,,
trp01381,keep,,
trp01382,keep,,
trp01383,keep,,
trp01384,keep,,
trp01385,keep,,
trp01386,keep,,
trp01387,keep,,
trp01388,keep,,
trp01389,keep,,
trp01390,keep,,
trp01391,keep,,
trp01392,keep,,
trp01393,keep,,
trp01394,keep,,
trp01395,keep,,
trp01396,keep,,
trp01397,keep,,
trp01398,keep,,
trp01399,keep,,
trp01400,keep,,
trp01401,keep,,
trp01402,keep,,
trp01403,keep,,
trp01404,keep,,
trp01405,keep,,
trp01406,keep,,
trp01407,keep,,
trp01408,keep,,
trp01409,keep,,
trp01410,keep,,
trp01411,keep,,
trp01412,keep,,
trp01413,keep,,
trp01414,keep,,
trp01415,keep,,
trp01416,keep,,
trp01417,keep,,
trp01418,keep,,
trp01419,keep,,
trp01420,keep,,
trp01421,keep,,
trp01422,keep,,
trp01423,keep,,
trp01424,keep,,
trp01425,keep,,
trp01426,keep,,
trp01427,keep,,
trp01428,keep,,
trp01429,keep,,
trp01430,keep,,
trp01431,keep,,
trp01432,keep,,
trp01433,keep,,
trp01434,keep,,
trp01435,keep,,
trp01436,keep,,
trp01437,keep,,
trp01438,keep,,
trp01439,keep,,
trp01440,keep,,
trp01441,keep,,
trp01442,keep,,
trp01443,keep,,
trp01444,keep,,
trp01445,keep,,
trp01446,keep,,
trp01447,keep,,
trp01448,keep,,
trp01449,keep,,
trp01450,keep,,
trp01451,keep,,
trp01452,keep,,
trp01453,keep,,
trp01454,keep,,
trp01455,keep,,
trp01456,keep,,
trp01457,keep,,
trp01458,keep,,
trp01459,keep,,
trp01460,keep,,
trp01461,keep,,
trp01462,keep,,
trp01463,keep,,
trp01464,keep,,
trp01465,keep,,
trp01466,keep,,
trp01467,keep,,
trp01468,keep,,
trp01469,keep,,
trp01470,keep,,
trp01471,keep,,
trp01472,keep,,
trp01473,keep,,
trp01474,keep,,
trp01475,reject,,人脸轮廓被截断，脸部区域不足
trp01476,keep,,
trp01477,keep,,
trp01478,keep,,
trp01479,keep,,
trp01480,keep,,
trp01481,keep,,
trp01482,keep,,
trp01483,keep,,
trp01484,keep,,
trp01485,keep,,
trp01486,keep,,
trp01487,keep,,
trp01488,keep,,
trp01489,keep,,
trp01490,keep,,
trp01491,keep,,
trp01492,keep,,
trp01493,keep,,
trp01494,keep,,
trp01495,keep,,
trp01496,keep,,
trp01497,keep,,
trp01498,keep,,
trp01499,keep,,
trp01500,keep,,
trp01501,keep,,
trp01502,keep,,
trp01503,keep,,
trp01504,keep,,
trp01505,keep,,
trp01506,keep,,
trp01507,keep,,
trp01508,keep,,
trp01509,keep,,
trp01510,keep,,
trp01511,keep,,
trp01512,keep,,
trp01513,keep,,
trp01514,keep,,
trp01515,keep,,
trp01516,keep,,
trp01517,keep,,
trp01518,keep,,
trp01519,keep,,
trp01520,keep,,
trp01521,keep,,
trp01522,keep,,
trp01523,keep,,
trp01524,keep,,
trp01525,reject,,框内仅有局部面部及非人脸内容
trp01526,keep,,
trp01527,keep,,
trp01528,keep,,
trp01529,keep,,
trp01530,keep,,
trp01531,keep,,
trp01532,keep,,
trp01533,keep,,
trp01534,keep,,
trp01535,keep,,
trp01536,keep,,
trp01537,keep,,
trp01538,keep,,
trp01539,keep,,
trp01540,keep,,
trp01541,keep,,
trp01542,keep,,
trp01543,keep,,
trp01544,keep,,
trp01545,keep,,
trp01546,keep,,
trp01547,keep,,
trp01548,keep,,
trp01549,keep,,
trp01550,keep,,
trp01551,keep,,
trp01552,keep,,
trp01553,keep,,
trp01554,keep,,
trp01555,keep,,
trp01556,keep,,
trp01557,keep,,
trp01558,keep,,
trp01559,keep,,
trp01560,keep,,
trp01561,reject,,面部被裁切，五官保留不完整
trp01562,keep,,
trp01563,keep,,
trp01564,keep,,
trp01565,keep,,
trp01566,keep,,
trp01567,keep,,
trp01568,reject,,脸部被严重裁切，主要五官缺失
trp01569,reject,,仅保留脸部轮廓及少量五官，完整面部不清晰
trp01570,keep,,
trp01571,keep,,
trp01572,keep,,
trp01573,keep,,
trp01574,keep,,
trp01575,keep,,
trp01576,keep,,
trp01577,keep,,
trp01578,keep,,
trp01579,keep,,
trp01580,keep,,
trp01581,reject,,裁剪位置偏移，脸部不完整
trp01582,keep,,
trp01583,keep,,
trp01584,keep,,
trp01585,keep,,
trp01586,keep,,
trp01587,keep,,
trp01588,keep,,
trp01589,keep,,
trp01590,keep,,
trp01591,keep,,
trp01592,keep,,
trp01593,keep,,
trp01594,keep,,
trp01595,keep,,
trp01596,keep,,
trp01597,keep,,
trp01598,keep,,
trp01599,keep,,
trp01600,keep,,
trp01601,reject,,错误框，画面线条及局部五官混杂
trp01602,keep,,
trp01603,reject,,面部五官不足，脸部难以辨认
trp01604,keep,,
trp01605,keep,,
trp01606,keep,,
trp01607,keep,,
trp01608,keep,,
trp01609,keep,,
trp01610,keep,,
trp01611,keep,,
trp01612,keep,,
trp01613,keep,,
trp01614,keep,,
trp01615,reject,,侧脸或局部面部被裁切，缺少完整五官
trp01616,keep,,
trp01617,keep,,
trp01618,keep,,
trp01619,keep,,
trp01620,keep,,
trp01621,keep,,
trp01622,reject,,脸部边缘裁切且遮挡明显，五官不完整
trp01623,keep,,
trp01624,keep,,
trp01625,keep,,
trp01626,keep,,
trp01627,keep,,
trp01628,keep,,
trp01629,keep,,
trp01630,keep,,
trp01631,keep,,
trp01632,keep,,
trp01633,keep,,
trp01634,keep,,
trp01635,keep,,
trp01636,keep,,
trp01637,reject,,面部局部模糊或被遮挡，无法可靠识别完整人脸
trp01638,keep,,
trp01639,keep,,
trp01640,keep,,
trp01641,keep,,
trp01642,keep,,
trp01643,keep,,
trp01644,keep,,
trp01645,keep,,
trp01646,keep,,
trp01647,keep,,
trp01648,keep,,
trp01649,keep,,
trp01650,keep,,
trp01651,keep,,
trp01652,keep,,
trp01653,keep,,
trp01654,reject,,严重遮挡或错误框，缺少完整面部
trp01655,keep,,
trp01656,keep,,
trp01657,keep,,
trp01658,keep,,
trp01659,keep,,
trp01660,keep,,
trp01661,keep,,
trp01662,keep,,
trp01663,keep,,
trp01664,keep,,
trp01665,keep,,
trp01666,keep,,
trp01667,keep,,
trp01668,keep,,
trp01669,keep,,
trp01670,keep,,
trp01671,keep,,
trp01672,keep,,
trp01673,keep,,
trp01674,reject,,脸部下半部分被裁切，五官不完整
trp01675,keep,,
trp01676,keep,,
trp01677,keep,,
trp01678,keep,,
trp01679,keep,,
trp01680,keep,,
trp01681,reject,,错误框，框内以背景与局部线条为主
trp01682,keep,,
trp01683,keep,,
trp01684,keep,,
trp01685,reject,,仅保留头发及局部面部，五官不完整
trp01686,keep,,
trp01687,keep,,
trp01688,keep,,
trp01689,keep,,
trp01690,keep,,
trp01691,keep,,
trp01692,keep,,
trp01693,keep,,
trp01694,keep,,
trp01695,keep,,
trp01696,keep,,
trp01697,keep,,
trp01698,keep,,
trp01699,keep,,
trp01700,keep,,
trp01701,keep,,
trp01702,keep,,
trp01703,keep,,
trp01704,keep,,
trp01705,keep,,
trp01706,keep,,
trp01707,keep,,
trp01708,keep,,
trp01709,keep,,
trp01710,keep,,
trp01711,keep,,
trp01712,reject,,面部被边框截断，无法形成完整人脸
trp01713,keep,,
trp01714,keep,,
trp01715,keep,,
trp01716,keep,,
trp01717,keep,,
trp01718,keep,,
trp01719,keep,,
trp01720,keep,,
trp01721,keep,,
trp01722,keep,,
trp01723,keep,,
trp01724,keep,,
trp01725,keep,,
trp01726,keep,,
trp01727,keep,,
trp01728,reject,,错误框，脸部只占小部分且被裁切
trp01729,keep,,
trp01730,keep,,
trp01731,keep,,
trp01732,keep,,
trp01733,keep,,
trp01734,keep,,
trp01735,keep,,
trp01736,keep,,
trp01737,keep,,
trp01738,reject,,侧脸被边界截断，面部不完整
trp01739,keep,,
trp01740,keep,,
trp01741,keep,,
trp01742,keep,,
trp01743,keep,,
trp01744,keep,,
trp01745,keep,,
trp01746,keep,,
trp01747,keep,,
trp01748,reject,,错误框，框内主要是画面碎片，无法辨认完整人脸
trp01749,keep,,
trp01750,keep,,
trp01751,keep,,
trp01752,keep,,
trp01753,keep,,
trp01754,keep,,
trp01755,keep,,
trp01756,keep,,
trp01757,keep,,
trp01758,keep,,
trp01759,keep,,
trp01760,keep,,
trp01761,reject,,脸部被裁切且线条模糊，完整面部不可辨认
trp01762,keep,,
trp01763,keep,,
trp01764,keep,,
trp01765,keep,,
trp01766,keep,,
trp01767,keep,,
trp01768,keep,,
trp01769,keep,,
trp01770,keep,,
trp01771,keep,,
trp01772,keep,,
trp01773,keep,,
trp01774,keep,,
trp01775,keep,,
trp01776,keep,,
trp01777,keep,,
trp01778,keep,,
trp01779,keep,,
trp01780,keep,,
trp01781,keep,,
trp01782,keep,,
trp01783,keep,,
trp01784,keep,,
trp01785,keep,,
trp01786,keep,,
trp01787,keep,,
trp01788,keep,,
trp01789,keep,,
trp01790,keep,,
trp01791,keep,,
trp01792,keep,,
trp01793,keep,,
trp01794,keep,,
trp01795,keep,,
trp01796,keep,,
trp01797,keep,,
trp01798,keep,,
trp01799,keep,,
trn00000,keep,,
trn00001,keep,,
trn00002,keep,,
trn00003,keep,,
trn00004,keep,,
trn00005,keep,,
trn00006,keep,,
trn00007,keep,,
trn00008,keep,,
trn00009,keep,,
trn00010,keep,,
trn00011,keep,,
trn00012,keep,,
trn00013,keep,,
trn00014,keep,,
trn00015,keep,,
trn00016,keep,,
trn00017,keep,,
trn00018,keep,,
trn00019,keep,,
trn00020,keep,,
trn00021,keep,,
trn00022,keep,,
trn00023,keep,,
trn00024,keep,,
trn00025,keep,,
trn00026,keep,,
trn00027,keep,,
trn00028,keep,,
trn00029,reject,,负样本含清晰动漫五官，存在人脸标签冲突
trn00030,keep,,
trn00031,keep,,
trn00032,keep,,
trn00033,keep,,
trn00034,keep,,
trn00035,keep,,
trn00036,keep,,
trn00037,keep,,
trn00038,keep,,
trn00039,keep,,
trn00040,keep,,
trn00041,keep,,
trn00042,keep,,
trn00043,keep,,
trn00044,keep,,
trn00045,keep,,
trn00046,keep,,
trn00047,keep,,
trn00048,keep,,
trn00049,keep,,
trn00050,keep,,
trn00051,keep,,
trn00052,keep,,
trn00053,keep,,
trn00054,keep,,
trn00055,keep,,
trn00056,keep,,
trn00057,keep,,
trn00058,keep,,
trn00059,keep,,
trn00060,keep,,
trn00061,keep,,
trn00062,keep,,
trn00063,keep,,
trn00064,keep,,
trn00065,keep,,
trn00066,keep,,
trn00067,keep,,
trn00068,keep,,
trn00069,keep,,
trn00070,keep,,
trn00071,keep,,
trn00072,keep,,
trn00073,keep,,
trn00074,keep,,
trn00075,keep,,
trn00076,keep,,
trn00077,keep,,
trn00078,keep,,
trn00079,keep,,
trn00080,keep,,
trn00081,keep,,
trn00082,keep,,
trn00083,keep,,
trn00084,keep,,
trn00085,keep,,
trn00086,keep,,
trn00087,keep,,
trn00088,keep,,
trn00089,keep,,
trn00090,keep,,
trn00091,keep,,
trn00092,keep,,
trn00093,keep,,
trn00094,keep,,
trn00095,keep,,
trn00096,keep,,
trn00097,keep,,
trn00098,keep,,
trn00099,keep,,
trn00100,keep,,
trn00101,keep,,
trn00102,keep,,
trn00103,keep,,
trn00104,keep,,
trn00105,keep,,
trn00106,keep,,
trn00107,keep,,
trn00108,keep,,
trn00109,keep,,
trn00110,keep,,
trn00111,keep,,
trn00112,keep,,
trn00113,keep,,
trn00114,keep,,
trn00115,keep,,
trn00116,keep,,
trn00117,keep,,
trn00118,keep,,
trn00119,keep,,
trn00120,keep,,
trn00121,keep,,
trn00122,keep,,
trn00123,keep,,
trn00124,keep,,
trn00125,keep,,
trn00126,keep,,
trn00127,keep,,
trn00128,keep,,
trn00129,keep,,
trn00130,keep,,
trn00131,keep,,
trn00132,keep,,
trn00133,keep,,
trn00134,keep,,
trn00135,keep,,
trn00136,keep,,
trn00137,keep,,
trn00138,keep,,
trn00139,keep,,
trn00140,keep,,
trn00141,keep,,
trn00142,keep,,
trn00143,keep,,
trn00144,keep,,
trn00145,keep,,
trn00146,keep,,
trn00147,keep,,
trn00148,keep,,
trn00149,keep,,
trn00150,keep,,
trn00151,keep,,
trn00152,keep,,
trn00153,keep,,
trn00154,keep,,
trn00155,keep,,
trn00156,keep,,
trn00157,keep,,
trn00158,keep,,
trn00159,keep,,
trn00160,keep,,
trn00161,keep,,
trn00162,keep,,
trn00163,keep,,
trn00164,keep,,
trn00165,keep,,
trn00166,keep,,
trn00167,keep,,
trn00168,keep,,
trn00169,keep,,
trn00170,keep,,
trn00171,keep,,
trn00172,keep,,
trn00173,keep,,
trn00174,keep,,
trn00175,keep,,
trn00176,keep,,
trn00177,keep,,
trn00178,keep,,
trn00179,keep,,
trn00180,keep,,
trn00181,keep,,
trn00182,keep,,
trn00183,keep,,
trn00184,keep,,
trn00185,keep,,
trn00186,keep,,
trn00187,keep,,
trn00188,keep,,
trn00189,keep,,
trn00190,keep,,
trn00191,keep,,
trn00192,keep,,
trn00193,keep,,
trn00194,keep,,
trn00195,keep,,
trn00196,keep,,
trn00197,keep,,
trn00198,keep,,
trn00199,keep,,
trn00200,keep,,
trn00201,keep,,
trn00202,keep,,
trn00203,keep,,
trn00204,keep,,
trn00205,keep,,
trn00206,keep,,
trn00207,keep,,
trn00208,keep,,
trn00209,keep,,
trn00210,keep,,
trn00211,keep,,
trn00212,keep,,
trn00213,keep,,
trn00214,keep,,
trn00215,keep,,
trn00216,keep,,
trn00217,keep,,
trn00218,keep,,
trn00219,keep,,
trn00220,keep,,
trn00221,keep,,
trn00222,keep,,
trn00223,keep,,
trn00224,keep,,
trn00225,keep,,
trn00226,keep,,
trn00227,keep,,
trn00228,keep,,
trn00229,keep,,
trn00230,keep,,
trn00231,keep,,
trn00232,keep,,
trn00233,keep,,
trn00234,keep,,
trn00235,keep,,
trn00236,keep,,
trn00237,keep,,
trn00238,keep,,
trn00239,keep,,
trn00240,keep,,
trn00241,keep,,
trn00242,keep,,
trn00243,keep,,
trn00244,keep,,
trn00245,reject,,负样本含人物面部区域，存在人脸标签冲突
trn00246,keep,,
trn00247,keep,,
trn00248,keep,,
trn00249,keep,,
trn00250,keep,,
trn00251,keep,,
trn00252,keep,,
trn00253,keep,,
trn00254,keep,,
trn00255,keep,,
trn00256,keep,,
trn00257,keep,,
trn00258,keep,,
trn00259,reject,,负样本疑似包含小尺寸人物脸部，存在标签冲突
trn00260,keep,,
trn00261,keep,,
trn00262,keep,,
trn00263,keep,,
trn00264,keep,,
trn00265,keep,,
trn00266,keep,,
trn00267,keep,,
trn00268,keep,,
trn00269,keep,,
trn00270,keep,,
trn00271,keep,,
trn00272,keep,,
trn00273,keep,,
trn00274,keep,,
trn00275,keep,,
trn00276,keep,,
trn00277,keep,,
trn00278,keep,,
trn00279,keep,,
trn00280,keep,,
trn00281,keep,,
trn00282,keep,,
trn00283,keep,,
trn00284,reject,,负样本包含正面脸部及主要五官，存在标签冲突
trn00285,keep,,
trn00286,keep,,
trn00287,keep,,
trn00288,keep,,
trn00289,keep,,
trn00290,keep,,
trn00291,keep,,
trn00292,keep,,
trn00293,keep,,
trn00294,keep,,
trn00295,keep,,
trn00296,keep,,
trn00297,keep,,
trn00298,keep,,
trn00299,keep,,
trn00300,keep,,
trn00301,keep,,
trn00302,keep,,
trn00303,keep,,
trn00304,keep,,
trn00305,keep,,
trn00306,keep,,
trn00307,keep,,
trn00308,keep,,
trn00309,keep,,
trn00310,keep,,
trn00311,keep,,
trn00312,keep,,
trn00313,keep,,
trn00314,keep,,
trn00315,keep,,
trn00316,keep,,
trn00317,keep,,
trn00318,keep,,
trn00319,keep,,
trn00320,keep,,
trn00321,keep,,
trn00322,keep,,
trn00323,keep,,
trn00324,keep,,
trn00325,keep,,
trn00326,keep,,
trn00327,keep,,
trn00328,keep,,
trn00329,keep,,
trn00330,keep,,
trn00331,keep,,
trn00332,keep,,
trn00333,keep,,
trn00334,keep,,
trn00335,keep,,
trn00336,keep,,
trn00337,keep,,
trn00338,keep,,
trn00339,keep,,
trn00340,keep,,
trn00341,keep,,
trn00342,keep,,
trn00343,keep,,
trn00344,keep,,
trn00345,keep,,
trn00346,keep,,
trn00347,keep,,
trn00348,keep,,
trn00349,keep,,
trn00350,keep,,
trn00351,keep,,
trn00352,keep,,
trn00353,keep,,
trn00354,keep,,
trn00355,keep,,
trn00356,keep,,
trn00357,keep,,
trn00358,keep,,
trn00359,keep,,
trn00360,keep,,
trn00361,keep,,
trn00362,keep,,
trn00363,keep,,
trn00364,keep,,
trn00365,keep,,
trn00366,keep,,
trn00367,keep,,
trn00368,keep,,
trn00369,keep,,
trn00370,keep,,
trn00371,keep,,
trn00372,keep,,
trn00373,keep,,
trn00374,keep,,
trn00375,keep,,
trn00376,keep,,
trn00377,keep,,
trn00378,keep,,
trn00379,keep,,
trn00380,keep,,
trn00381,keep,,
trn00382,keep,,
trn00383,keep,,
trn00384,keep,,
trn00385,keep,,
trn00386,keep,,
trn00387,keep,,
trn00388,keep,,
trn00389,keep,,
trn00390,keep,,
trn00391,keep,,
trn00392,keep,,
trn00393,keep,,
trn00394,keep,,
trn00395,keep,,
trn00396,keep,,
trn00397,keep,,
trn00398,keep,,
trn00399,keep,,
trn00400,keep,,
trn00401,keep,,
trn00402,keep,,
trn00403,keep,,
trn00404,keep,,
trn00405,keep,,
trn00406,keep,,
trn00407,keep,,
trn00408,keep,,
trn00409,keep,,
trn00410,keep,,
trn00411,keep,,
trn00412,keep,,
trn00413,keep,,
trn00414,keep,,
trn00415,keep,,
trn00416,keep,,
trn00417,keep,,
trn00418,keep,,
trn00419,keep,,
trn00420,keep,,
trn00421,keep,,
trn00422,keep,,
trn00423,keep,,
trn00424,keep,,
trn00425,keep,,
trn00426,keep,,
trn00427,keep,,
trn00428,keep,,
trn00429,keep,,
trn00430,keep,,
trn00431,keep,,
trn00432,keep,,
trn00433,reject,,负样本含可辨认人物面部，存在标签冲突
trn00434,keep,,
trn00435,keep,,
trn00436,keep,,
trn00437,keep,,
trn00438,keep,,
trn00439,keep,,
trn00440,keep,,
trn00441,keep,,
trn00442,keep,,
trn00443,keep,,
trn00444,keep,,
trn00445,keep,,
trn00446,keep,,
trn00447,keep,,
trn00448,keep,,
trn00449,keep,,
trn00450,keep,,
trn00451,keep,,
trn00452,keep,,
trn00453,keep,,
trn00454,keep,,
trn00455,keep,,
trn00456,keep,,
trn00457,keep,,
trn00458,keep,,
trn00459,keep,,
trn00460,keep,,
trn00461,keep,,
trn00462,keep,,
trn00463,keep,,
trn00464,keep,,
trn00465,keep,,
trn00466,keep,,
trn00467,keep,,
trn00468,keep,,
trn00469,keep,,
trn00470,keep,,
trn00471,keep,,
trn00472,keep,,
trn00473,reject,,负样本包含疑似人物侧脸，存在标签冲突
trn00474,keep,,
trn00475,keep,,
trn00476,keep,,
trn00477,keep,,
trn00478,keep,,
trn00479,keep,,
trn00480,keep,,
trn00481,keep,,
trn00482,keep,,
trn00483,keep,,
trn00484,keep,,
trn00485,keep,,
trn00486,keep,,
trn00487,keep,,
trn00488,keep,,
trn00489,keep,,
trn00490,keep,,
trn00491,keep,,
trn00492,keep,,
trn00493,keep,,
trn00494,keep,,
trn00495,keep,,
trn00496,keep,,
trn00497,keep,,
trn00498,keep,,
trn00499,keep,,
trn00500,keep,,
trn00501,keep,,
trn00502,keep,,
trn00503,keep,,
trn00504,keep,,
trn00505,keep,,
trn00506,keep,,
trn00507,keep,,
trn00508,keep,,
trn00509,keep,,
trn00510,keep,,
trn00511,keep,,
trn00512,keep,,
trn00513,keep,,
trn00514,keep,,
trn00515,keep,,
trn00516,keep,,
trn00517,keep,,
trn00518,keep,,
trn00519,keep,,
trn00520,keep,,
trn00521,keep,,
trn00522,keep,,
trn00523,keep,,
trn00524,keep,,
trn00525,keep,,
trn00526,keep,,
trn00527,keep,,
trn00528,keep,,
trn00529,keep,,
trn00530,keep,,
trn00531,keep,,
trn00532,keep,,
trn00533,keep,,
trn00534,keep,,
trn00535,keep,,
trn00536,keep,,
trn00537,keep,,
trn00538,keep,,
trn00539,keep,,
trn00540,keep,,
trn00541,keep,,
trn00542,keep,,
trn00543,keep,,
trn00544,keep,,
trn00545,keep,,
trn00546,keep,,
trn00547,keep,,
trn00548,keep,,
trn00549,keep,,
trn00550,keep,,
trn00551,keep,,
trn00552,keep,,
trn00553,keep,,
trn00554,keep,,
trn00555,keep,,
trn00556,keep,,
trn00557,keep,,
trn00558,keep,,
trn00559,keep,,
trn00560,keep,,
trn00561,keep,,
trn00562,keep,,
trn00563,keep,,
trn00564,keep,,
trn00565,keep,,
trn00566,keep,,
trn00567,keep,,
trn00568,keep,,
trn00569,keep,,
trn00570,keep,,
trn00571,keep,,
trn00572,keep,,
trn00573,keep,,
trn00574,keep,,
trn00575,keep,,
trn00576,keep,,
trn00577,keep,,
trn00578,keep,,
trn00579,keep,,
trn00580,keep,,
trn00581,keep,,
trn00582,keep,,
trn00583,keep,,
trn00584,keep,,
trn00585,keep,,
trn00586,keep,,
trn00587,keep,,
trn00588,keep,,
trn00589,keep,,
trn00590,keep,,
trn00591,keep,,
trn00592,keep,,
trn00593,keep,,
trn00594,keep,,
trn00595,keep,,
trn00596,keep,,
trn00597,keep,,
trn00598,keep,,
trn00599,keep,,
trn00600,keep,,
trn00601,keep,,
trn00602,keep,,
trn00603,keep,,
trn00604,keep,,
trn00605,keep,,
trn00606,keep,,
trn00607,keep,,
trn00608,keep,,
trn00609,keep,,
trn00610,keep,,
trn00611,keep,,
trn00612,keep,,
trn00613,keep,,
trn00614,keep,,
trn00615,keep,,
trn00616,keep,,
trn00617,keep,,
trn00618,keep,,
trn00619,keep,,
trn00620,keep,,
trn00621,keep,,
trn00622,keep,,
trn00623,keep,,
trn00624,keep,,
trn00625,keep,,
trn00626,keep,,
trn00627,keep,,
trn00628,keep,,
trn00629,keep,,
trn00630,keep,,
trn00631,keep,,
trn00632,keep,,
trn00633,keep,,
trn00634,keep,,
trn00635,keep,,
trn00636,keep,,
trn00637,keep,,
trn00638,keep,,
trn00639,keep,,
trn00640,keep,,
trn00641,keep,,
trn00642,keep,,
trn00643,keep,,
trn00644,keep,,
trn00645,keep,,
trn00646,keep,,
trn00647,keep,,
trn00648,keep,,
trn00649,keep,,
trn00650,keep,,
trn00651,keep,,
trn00652,keep,,
trn00653,keep,,
trn00654,keep,,
trn00655,keep,,
trn00656,keep,,
trn00657,keep,,
trn00658,keep,,
trn00659,keep,,
trn00660,keep,,
trn00661,keep,,
trn00662,keep,,
trn00663,keep,,
trn00664,keep,,
trn00665,keep,,
trn00666,keep,,
trn00667,keep,,
trn00668,keep,,
trn00669,keep,,
trn00670,keep,,
trn00671,keep,,
trn00672,keep,,
trn00673,keep,,
trn00674,reject,,负样本含人物面部局部及五官，存在标签冲突
trn00675,keep,,
trn00676,keep,,
trn00677,keep,,
trn00678,keep,,
trn00679,keep,,
trn00680,keep,,
trn00681,keep,,
trn00682,keep,,
trn00683,keep,,
trn00684,keep,,
trn00685,keep,,
trn00686,keep,,
trn00687,keep,,
trn00688,keep,,
trn00689,keep,,
trn00690,keep,,
trn00691,keep,,
trn00692,keep,,
trn00693,keep,,
trn00694,keep,,
trn00695,keep,,
trn00696,keep,,
trn00697,keep,,
trn00698,keep,,
trn00699,keep,,
trn00700,keep,,
trn00701,keep,,
trn00702,keep,,
trn00703,keep,,
trn00704,keep,,
trn00705,keep,,
trn00706,keep,,
trn00707,keep,,
trn00708,keep,,
trn00709,keep,,
trn00710,keep,,
trn00711,keep,,
trn00712,keep,,
trn00713,keep,,
trn00714,keep,,
trn00715,keep,,
trn00716,keep,,
trn00717,keep,,
trn00718,keep,,
trn00719,keep,,
trn00720,keep,,
trn00721,keep,,
trn00722,keep,,
trn00723,keep,,
trn00724,keep,,
trn00725,keep,,
trn00726,keep,,
trn00727,keep,,
trn00728,keep,,
trn00729,keep,,
trn00730,keep,,
trn00731,keep,,
trn00732,keep,,
trn00733,keep,,
trn00734,reject,,负样本包含疑似人物头部及面部，存在标签冲突
trn00735,keep,,
trn00736,keep,,
trn00737,keep,,
trn00738,keep,,
trn00739,keep,,
trn00740,keep,,
trn00741,keep,,
trn00742,keep,,
trn00743,keep,,
trn00744,keep,,
trn00745,keep,,
trn00746,keep,,
trn00747,keep,,
trn00748,keep,,
trn00749,keep,,
trn00750,keep,,
trn00751,keep,,
trn00752,keep,,
trn00753,keep,,
trn00754,reject,,负样本中混入可辨认面部，存在标签冲突
trn00755,keep,,
trn00756,keep,,
trn00757,keep,,
trn00758,keep,,
trn00759,keep,,
trn00760,keep,,
trn00761,keep,,
trn00762,keep,,
trn00763,keep,,
trn00764,keep,,
trn00765,keep,,
trn00766,keep,,
trn00767,keep,,
trn00768,keep,,
trn00769,keep,,
trn00770,keep,,
trn00771,keep,,
trn00772,keep,,
trn00773,keep,,
trn00774,keep,,
trn00775,keep,,
trn00776,keep,,
trn00777,keep,,
trn00778,keep,,
trn00779,keep,,
trn00780,keep,,
trn00781,keep,,
trn00782,keep,,
trn00783,keep,,
trn00784,keep,,
trn00785,keep,,
trn00786,keep,,
trn00787,keep,,
trn00788,keep,,
trn00789,keep,,
trn00790,keep,,
trn00791,keep,,
trn00792,keep,,
trn00793,keep,,
trn00794,keep,,
trn00795,keep,,
trn00796,keep,,
trn00797,keep,,
trn00798,keep,,
trn00799,keep,,
trn00800,keep,,
trn00801,keep,,
trn00802,keep,,
trn00803,keep,,
trn00804,keep,,
trn00805,keep,,
trn00806,keep,,
trn00807,keep,,
trn00808,keep,,
trn00809,keep,,
trn00810,keep,,
trn00811,keep,,
trn00812,keep,,
trn00813,keep,,
trn00814,keep,,
trn00815,keep,,
trn00816,keep,,
trn00817,keep,,
trn00818,keep,,
trn00819,keep,,
trn00820,keep,,
trn00821,keep,,
trn00822,keep,,
trn00823,keep,,
trn00824,keep,,
